表層形,品詞,品詞細分類1,品詞細分類2,品詞細分類3,活用型,活用形,原形,読み,発音
太陽,名詞,一般,*,*,*,*,太陽,タイヨウ,タイヨー
放課後,名詞,一般,*,*,*,*,放課後,ホウカゴ,ホーカゴ
いつも,副詞,一般,*,*,*,*,いつも,イツモ,イツモ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
歩道橋,名詞,一般,*,*,*,*,歩道橋,ホドウキョウ,ホドーキョー
　,記号,空白,*,*,*,*,　,　,　
まぶしい,形容詞,自立,*,*,形容詞・イ段,基本形,まぶしい,マブシイ,マブシイ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
子,名詞,一般,*,*,*,*,子,コ,コ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ポニーテール,名詞,一般,*,*,*,*,ポニーテール,ポニーテール,ポニーテール
すれ違っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,すれ違う,スレチガッ,スレチガッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
時,名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
　,記号,空白,*,*,*,*,　,　,　
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ
微笑ん,動詞,自立,*,*,五段・マ行,連用タ接続,微笑む,ホホエン,ホホエン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
空,名詞,一般,*,*,*,*,空,ソラ,ソラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
入道雲,名詞,一般,*,*,*,*,入道雲,ニュウドウグモ,ニュードーグモ
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
忘れ,動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
やし,助動詞,*,*,*,特殊・マス,連用形,やす,ヤシ,ヤシ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
暑かっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,暑い,アツカッ,アツカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
匂い,名詞,一般,*,*,*,*,匂い,ニオイ,ニオイ
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
　,記号,空白,*,*,*,*,　,　,　
消え,動詞,自立,*,*,一段,連用形,消える,キエ,キエ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
ボク,名詞,代名詞,一般,*,*,*,ボク,ボク,ボク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
胸,名詞,一般,*,*,*,*,胸,ムネ,ムネ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
焼け跡,名詞,一般,*,*,*,*,焼け跡,ヤケアト,ヤケアト
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Davs,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
蝉,名詞,一般,*,*,*,*,蝉,セミ,セミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
声,名詞,一般,*,*,*,*,声,コエ,コエ
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
ジャンケンポン,名詞,一般,*,*,*,*,ジャンケンポン,ジャンケンポン,ジャンケンポン
あいこ,名詞,固有名詞,人名,名,*,*,あいこ,アイコ,アイコ
でしょ,助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
　,記号,空白,*,*,*,*,　,　,　
負け,動詞,自立,*,*,一段,連用形,負ける,マケ,マケ
たら,助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ベース,名詞,一般,*,*,*,*,ベース,ベース,ベース
サージェントペッパー,名詞,一般,*,*,*,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ポスター,名詞,一般,*,*,*,*,ポスター,ポスター,ポスター
　,記号,空白,*,*,*,*,　,　,　
笑う,動詞,自立,*,*,五段・ワ行促音便,基本形,笑う,ワラウ,ワラウ
ジョン,名詞,固有名詞,人名,名,*,*,ジョン,ジョン,ジョン
と,助詞,並立助詞,*,*,*,*,と,ト,ト
ポール,名詞,固有名詞,人名,名,*,*,ポール,ポール,ポール
放課後,名詞,一般,*,*,*,*,放課後,ホウカゴ,ホーカゴ
いつも,副詞,一般,*,*,*,*,いつも,イツモ,イツモ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
アジト,名詞,一般,*,*,*,*,アジト,アジト,アジト
　,記号,空白,*,*,*,*,　,　,　
床,名詞,一般,*,*,*,*,床,ユカ,ユカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
破れ,動詞,自立,*,*,一段,連用形,破れる,ヤブレ,ヤブレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
プレイボーイ,名詞,一般,*,*,*,*,*
調子,名詞,一般,*,*,*,*,調子,チョウシ,チョーシ
っ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
ぱずれの,名詞,一般,*,*,*,*,*
ギター,名詞,一般,*,*,*,*,ギター,ギター,ギター
で,助詞,格助詞,一般,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
嗚,名詞,一般,*,*,*,*,*
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
せ,動詞,自立,*,*,サ変・スル,未然ヌ接続,する,セ,セ
　,記号,空白,*,*,*,*,　,　,　
爆音,名詞,一般,*,*,*,*,爆音,バクオン,バクオン
　,記号,空白,*,*,*,*,　,　,　
ロックンロール,名詞,一般,*,*,*,*,ロックンロール,ロックンロール,ロックンロール
歌え,動詞,自立,*,*,一段,連用形,歌える,ウタエ,ウタエ
　,記号,空白,*,*,*,*,　,　,　
叫べ,動詞,自立,*,*,一段,連用形,叫べる,サケベ,サケベ
　,記号,空白,*,*,*,*,　,　,　
ロックンロール,名詞,一般,*,*,*,*,ロックンロール,ロックンロール,ロックンロール
キミ,名詞,代名詞,一般,*,*,*,キミ,キミ,キミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
届い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,届く,トドイ,トドイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
！,記号,一般,*,*,*,*,！,！,！
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
忘れ,動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
やし,助動詞,*,*,*,特殊・マス,連用形,やす,ヤシ,ヤシ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
熱かっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,熱い,アツカッ,アツカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
想い,名詞,一般,*,*,*,*,想い,オモイ,オモイ
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
　,記号,空白,*,*,*,*,　,　,　
消え,動詞,自立,*,*,一段,連用形,消える,キエ,キエ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
ボク,名詞,代名詞,一般,*,*,*,ボク,ボク,ボク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
胸,名詞,一般,*,*,*,*,胸,ムネ,ムネ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
焼け跡,名詞,一般,*,*,*,*,焼け跡,ヤケアト,ヤケアト
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
夕立ち,名詞,一般,*,*,*,*,夕立ち,ユウダチ,ユーダチ
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
何,名詞,数,*,*,*,*,何,ナン,ナン
年,名詞,接尾,助数詞,*,*,*,年,ネン,ネン
会わ,動詞,自立,*,*,五段・ワ行促音便,未然形,会う,アワ,アワ
なく,助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
なれ,動詞,自立,*,*,五段・ラ行,仮定形,なる,ナレ,ナレ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
　,記号,空白,*,*,*,*,　,　,　
他人,名詞,一般,*,*,*,*,他人,タニン,タニン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なる,動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
ともだち,名詞,一般,*,*,*,*,ともだち,トモダチ,トモダチ
ファンタグレープ,名詞,一般,*,*,*,*,*
はじけ,動詞,自立,*,*,一段,連用形,はじける,ハジケ,ハジケ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
　,記号,空白,*,*,*,*,　,　,　
まぶしい,形容詞,自立,*,*,形容詞・イ段,基本形,まぶしい,マブシイ,マブシイ
　,記号,空白,*,*,*,*,　,　,　
青い,形容詞,自立,*,*,形容詞・アウオ段,基本形,青い,アオイ,アオイ
太陽,名詞,一般,*,*,*,*,太陽,タイヨウ,タイヨー
鳴らせ,動詞,自立,*,*,一段,連用形,鳴らせる,ナラセ,ナラセ
　,記号,空白,*,*,*,*,　,　,　
爆音,名詞,一般,*,*,*,*,爆音,バクオン,バクオン
　,記号,空白,*,*,*,*,　,　,　
ロックンロール,名詞,一般,*,*,*,*,ロックンロール,ロックンロール,ロックンロール
　,記号,空白,*,*,*,*,　,　,　
キミ,名詞,代名詞,一般,*,*,*,キミ,キミ,キミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
届け,名詞,一般,*,*,*,*,届け,トドケ,トドケ
！,記号,一般,*,*,*,*,！,！,！
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
忘れ,動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
やし,助動詞,*,*,*,特殊・マス,連用形,やす,ヤシ,ヤシ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
泣かせ,動詞,自立,*,*,一段,連用形,泣かせる,ナカセ,ナカセ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
匂い,名詞,一般,*,*,*,*,匂い,ニオイ,ニオイ
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
ずっと,副詞,一般,*,*,*,*,ずっと,ズット,ズット
　,記号,空白,*,*,*,*,　,　,　
消え,動詞,自立,*,*,一段,連用形,消える,キエ,キエ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
キミ,名詞,代名詞,一般,*,*,*,キミ,キミ,キミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
胸,名詞,一般,*,*,*,*,胸,ムネ,ムネ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
傷,名詞,一般,*,*,*,*,傷,キズ,キズ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
跡,名詞,一般,*,*,*,*,跡,アト,アト
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
It,名詞,固有名詞,組織,*,*,*,*
',名詞,サ変接続,*,*,*,*,*
s,名詞,一般,*,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
忘れ,動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Day,名詞,固有名詞,組織,*,*,*,*
ジャンケンポン,名詞,一般,*,*,*,*,ジャンケンポン,ジャンケンポン,ジャンケンポン
あいこ,名詞,固有名詞,人名,名,*,*,あいこ,アイコ,アイコ
でしょ,助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
　,記号,空白,*,*,*,*,　,　,　
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
後,名詞,接尾,副詞可能,*,*,*,後,ゴ,ゴ
出し,動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
サージェントペッパー,名詞,一般,*,*,*,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ポスター,名詞,一般,*,*,*,*,ポスター,ポスター,ポスター
　,記号,空白,*,*,*,*,　,　,　
笑う,動詞,自立,*,*,五段・ワ行促音便,基本形,笑う,ワラウ,ワラウ
ジョン,名詞,固有名詞,人名,名,*,*,ジョン,ジョン,ジョン
　,記号,空白,*,*,*,*,　,　,　
ポール,名詞,固有名詞,人名,名,*,*,ポール,ポール,ポール
　,記号,空白,*,*,*,*,　,　,　
ジョージ,名詞,固有名詞,人名,名,*,*,ジョージ,ジョージ,ジョージ
　,記号,空白,*,*,*,*,　,　,　
リンゴ,名詞,一般,*,*,*,*,リンゴ,リンゴ,リンゴ
ミック,名詞,固有名詞,組織,*,*,*,ミック,ミック,ミック
　,記号,空白,*,*,*,*,　,　,　
ディラン,名詞,一般,*,*,*,*,*
…,記号,一般,*,*,*,*,…,…,…
遊ぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,遊ぶ,アソボ,アソボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
　,記号,空白,*,*,*,*,　,　,　
遊ぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,遊ぶ,アソボ,アソボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,固有名詞,組織,*,*,*,*
遊ぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,遊ぶ,アソボ,アソボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
　,記号,空白,*,*,*,*,　,　,　
Oh,名詞,固有名詞,組織,*,*,*,*
Summer,名詞,一般,*,*,*,*,*
Days,名詞,固有名詞,組織,*,*,*,*
遊ぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,遊ぶ,アソボ,アソボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
あそぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,あそぶ,アソボ,アソボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
やぁ,感動詞,*,*,*,*,*,やぁ,ヤァ,ヤー
　,記号,空白,*,*,*,*,　,　,　
無情,名詞,形容動詞語幹,*,*,*,*,無情,ムジョウ,ムジョー
　,記号,空白,*,*,*,*,　,　,　
また,接続詞,*,*,*,*,*,また,マタ,マタ
会っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,会う,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
だけど,接続詞,*,*,*,*,*,だけど,ダケド,ダケド
オマエ,名詞,一般,*,*,*,*,*
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
用,名詞,一般,*,*,*,*,用,ヨウ,ヨー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
やぁ,感動詞,*,*,*,*,*,やぁ,ヤァ,ヤー
　,記号,空白,*,*,*,*,　,　,　
無情,名詞,形容動詞語幹,*,*,*,*,無情,ムジョウ,ムジョー
　,記号,空白,*,*,*,*,　,　,　
どっか,名詞,代名詞,一般,*,*,*,どっか,ドッカ,ドッカ
行け,動詞,自立,*,*,五段・カ行促音便,命令ｅ,行く,イケ,イケ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
　,記号,空白,*,*,*,*,　,　,　
どうせ,副詞,一般,*,*,*,*,どうせ,ドウセ,ドーセ
オレ,名詞,代名詞,一般,*,*,*,オレ,オレ,オレ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
バカ,名詞,一般,*,*,*,*,バカ,バカ,バカ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だろ,助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ
かける,動詞,自立,*,*,一段,基本形,かける,カケル,カケル
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
顔,名詞,一般,*,*,*,*,顔,カオ,カオ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見せる,動詞,自立,*,*,一段,基本形,見せる,ミセル,ミセル
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
いいかげん,副詞,一般,*,*,*,*,いいかげん,イイカゲン,イーカゲン
後ろ,名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
つい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くん,動詞,非自立,*,*,カ変・クル,体言接続特殊,くる,クン,クン
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
ヘラヘラ,副詞,助詞類接続,*,*,*,*,ヘラヘラ,ヘラヘラ,ヘラヘラ
すん,動詞,自立,*,*,サ変・スル,体言接続特殊,する,スン,スン
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
ニヤニヤ,副詞,助詞類接続,*,*,*,*,ニヤニヤ,ニヤニヤ,ニヤニヤ
すん,動詞,自立,*,*,サ変・スル,体言接続特殊,する,スン,スン
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
もう,副詞,一般,*,*,*,*,もう,モウ,モー
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
手,名詞,一般,*,*,*,*,手,テ,テ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
放し,動詞,自立,*,*,五段・サ行,連用形,放す,ハナシ,ハナシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
やぁ,感動詞,*,*,*,*,*,やぁ,ヤァ,ヤー
　,記号,空白,*,*,*,*,　,　,　
無情,名詞,形容動詞語幹,*,*,*,*,無情,ムジョウ,ムジョー
　,記号,空白,*,*,*,*,　,　,　
切ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,切ない,セツナイ,セツナイ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
　,記号,空白,*,*,*,*,　,　,　
また,接続詞,*,*,*,*,*,また,マタ,マタ
オマエ,名詞,一般,*,*,*,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
仕業,名詞,一般,*,*,*,*,仕業,シワザ,シワザ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だろ,助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
でも,接続詞,*,*,*,*,*,でも,デモ,デモ
あの,フィラー,*,*,*,*,*,あの,アノ,アノ
女,名詞,一般,*,*,*,*,女,オンナ,オンナ
(,名詞,サ変接続,*,*,*,*,*
ひと,名詞,数,*,*,*,*,ひと,ヒト,ヒト
),名詞,サ変接続,*,*,*,*,*
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
手,名詞,一般,*,*,*,*,手,テ,テ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
出す,動詞,自立,*,*,五段・サ行,基本形,出す,ダス,ダス
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
